Donor,Acceptor,HOMO_D_eV,LUMO_D_eV,HOMO_A_eV,LUMO_A_eV,D_A_ratio_m_m,solvent,total_solids_conc_mg_mL,solvent_additive,active_layer_thickness_nm,annealing_temperature,hole_contact_layer,electron_contact_layer,PCE_percent,calc_PCE_percent,Voc_V,FF_percent,Donor_BRICS,Acceptor_BRICS,DA_pair_BRICS,DA_tokenized_BRICS
PDCBT,IDIC,-5.313333333333333,-3.1,-5.706,-4.002666666666667,1.0,CF,12.0,_,100.0,25.0,MoOx,ZnO,6.28,5.9,0.814,64.1,"['[3*]OS[11*]', '[4*]CC(CCCC)CCCCCC', '[1*]C([6*])=O', '[14*]c1ccc(C)s1', '[14*]c1cc([16*])c([14*])s1']","['[7*]C(C#N)C#N', '[7*]C1C(=O)c2ccccc2C1[7*]', '[7*]C[8*]', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(CCCCCC)CCCCCC)-c1sc([14*])cc1C3(CCCCCC)CCCCCC']","['[3*]OS[11*]', '[4*]CC(CCCC)CCCCCC', '[1*]C([6*])=O', '[14*]c1ccc(C)s1', '[14*]c1cc([16*])c([14*])s1', '.', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2ccccc2C1[7*]', '[7*]C[8*]', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(CCCCCC)CCCCCC)-c1sc([14*])cc1C3(CCCCCC)CCCCCC']","[0, 0, 0, 0, 0, 0, 0, 32, 33, 4, 6, 34, 1, 10, 11, 12, 29]"
PTB7-Th,IDIC,-5.204782608695651,-3.5391891891891896,-5.706,-4.002666666666667,1.0,CF,12.0,_,100.0,25.0,MoOx,ZnO,5.24,4.93,0.806,56.1,"['[3*]O[3*]', '[4*]CC(CC)CCCC', '[1*]C([6*])=O', '[8*]CC(CC)CCCC', '[14*]c1sc2c([14*])sc(C)c2c1F', '[14*]c1ccc([14*])s1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1']","['[7*]C(C#N)C#N', '[7*]C1C(=O)c2ccccc2C1[7*]', '[7*]C[8*]', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(CCCCCC)CCCCCC)-c1sc([14*])cc1C3(CCCCCC)CCCCCC']","['[3*]O[3*]', '[4*]CC(CC)CCCC', '[1*]C([6*])=O', '[8*]CC(CC)CCCC', '[14*]c1sc2c([14*])sc(C)c2c1F', '[14*]c1ccc([14*])s1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1', '.', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2ccccc2C1[7*]', '[7*]C[8*]', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(CCCCCC)CCCCCC)-c1sc([14*])cc1C3(CCCCCC)CCCCCC']","[0, 0, 0, 0, 0, 2, 3, 4, 5, 35, 7, 9, 1, 10, 11, 12, 29]"
PTFBDT-BZS,IDIC,-5.43,-3.58,-5.706,-4.002666666666667,1.0,CF,12.0,DIO,100.0,25.0,MoOx,ZnO,11.03,11.08,0.905,70.8,"['[4*]CCCCCCCCCCCC', '[3*]O[3*]', '[8*]CC(CC)CCCC', '[14*]c1ccc(C)s1', '[14*]c1ccc([14*])s1', '[16*]c1c([16*])c([16*])c2nsnc2c1[16*]', '[16*]c1cc(F)c([16*])c(F)c1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1']","['[7*]C(C#N)C#N', '[7*]C1C(=O)c2ccccc2C1[7*]', '[7*]C[8*]', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(CCCCCC)CCCCCC)-c1sc([14*])cc1C3(CCCCCC)CCCCCC']","['[4*]CCCCCCCCCCCC', '[3*]O[3*]', '[8*]CC(CC)CCCC', '[14*]c1ccc(C)s1', '[14*]c1ccc([14*])s1', '[16*]c1c([16*])c([16*])c2nsnc2c1[16*]', '[16*]c1cc(F)c([16*])c(F)c1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1', '.', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2ccccc2C1[7*]', '[7*]C[8*]', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(CCCCCC)CCCCCC)-c1sc([14*])cc1C3(CCCCCC)CCCCCC']","[0, 0, 0, 0, 26, 2, 5, 6, 7, 36, 37, 9, 1, 10, 11, 12, 29]"
J71,IDTT-BH,-5.353333333333333,-3.4318181818181825,-5.24,-3.86,0.714,CF,12.0,_,100.0,25.0,PEDOT:PSS,PDINO,11.05,11.05,0.9,69.1,"['[8*]CC(CCCCCC)CCCCCCCC', '[14*]c1ccc(C)s1', '[14*]c1ccc([Si](CCC)(CCC)CCC)s1', '[14*]c1ccc([14*])s1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1']","['[4*]CC(CCCC)CCCCCC', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc3ccccc3cc2C1[7*]', '[7*]C[8*]', '[11*]S[11*]', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","['[8*]CC(CCCCCC)CCCCCCCC', '[14*]c1ccc(C)s1', '[14*]c1ccc([Si](CCC)(CCC)CCC)s1', '[14*]c1ccc([14*])s1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1', '.', '[4*]CC(CCCC)CCCCCC', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc3ccccc3cc2C1[7*]', '[7*]C[8*]', '[11*]S[11*]', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","[0, 0, 0, 0, 17, 6, 18, 7, 19, 9, 1, 33, 10, 40, 12, 25, 15]"
PBDB-T,IDTT-BH,-5.297714285714285,-3.4170000000000003,-5.24,-3.86,1.25,CF,9.0,_,90.0,100.0,PEDOT:PSS,PDINO,9.92,9.92,0.85,69.2,"['[8*]CC(CC)CCCC', '[14*]c1ccc(C)s1', '[14*]c1ccc([14*])s1', '[14*]c1sc([14*])c2c1C(=O)c1c([14*])sc([14*])c1C2=O', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1']","['[4*]CC(CCCC)CCCCCC', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc3ccccc3cc2C1[7*]', '[7*]C[8*]', '[11*]S[11*]', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","['[8*]CC(CC)CCCC', '[14*]c1ccc(C)s1', '[14*]c1ccc([14*])s1', '[14*]c1sc([14*])c2c1C(=O)c1c([14*])sc([14*])c1C2=O', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1', '.', '[4*]CC(CCCC)CCCCCC', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc3ccccc3cc2C1[7*]', '[7*]C[8*]', '[11*]S[11*]', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","[0, 0, 0, 0, 0, 5, 6, 7, 30, 9, 1, 33, 10, 40, 12, 25, 15]"
PDCBT,IDTT-BH,-5.313333333333333,-3.1,-5.24,-3.86,0.833,CF,11.0,_,120.0,120.0,PEDOT:PSS,PDINO,10.35,10.35,0.88,68.6,"['[3*]OS[11*]', '[4*]CC(CCCC)CCCCCC', '[1*]C([6*])=O', '[14*]c1ccc(C)s1', '[14*]c1cc([16*])c([14*])s1']","['[4*]CC(CCCC)CCCCCC', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc3ccccc3cc2C1[7*]', '[7*]C[8*]', '[11*]S[11*]', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","['[3*]OS[11*]', '[4*]CC(CCCC)CCCCCC', '[1*]C([6*])=O', '[14*]c1ccc(C)s1', '[14*]c1cc([16*])c([14*])s1', '.', '[4*]CC(CCCC)CCCCCC', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc3ccccc3cc2C1[7*]', '[7*]C[8*]', '[11*]S[11*]', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","[0, 0, 0, 0, 0, 32, 33, 4, 6, 34, 1, 33, 10, 40, 12, 25, 15]"
J71,IDTT-OBH,-5.353333333333333,-3.4318181818181825,-5.41,-3.86,1.0,CF,10.0,_,100.0,25.0,PEDOT:PSS,PDINO,8.02,8.28,0.92,61.0,"['[8*]CC(CCCCCC)CCCCCCCC', '[14*]c1ccc(C)s1', '[14*]c1ccc([Si](CCC)(CCC)CCC)s1', '[14*]c1ccc([14*])s1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1']","['[3*]OS[11*]', '[4*]CC(CCCC)CCCCCC', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc3ccccc3cc2C1[7*]', '[7*]C[8*]', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","['[8*]CC(CCCCCC)CCCCCCCC', '[14*]c1ccc(C)s1', '[14*]c1ccc([Si](CCC)(CCC)CCC)s1', '[14*]c1ccc([14*])s1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1', '.', '[3*]OS[11*]', '[4*]CC(CCCC)CCCCCC', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc3ccccc3cc2C1[7*]', '[7*]C[8*]', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","[0, 0, 0, 0, 17, 6, 18, 7, 19, 9, 1, 32, 33, 10, 40, 12, 15]"
PBDB-T,IDTT-OBH,-5.297714285714285,-3.4170000000000003,-5.41,-3.86,1.25,CF,9.0,_,90.0,110.0,PEDOT:PSS,PDINO,10.93,10.94,0.87,72.0,"['[8*]CC(CC)CCCC', '[14*]c1ccc(C)s1', '[14*]c1ccc([14*])s1', '[14*]c1sc([14*])c2c1C(=O)c1c([14*])sc([14*])c1C2=O', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1']","['[3*]OS[11*]', '[4*]CC(CCCC)CCCCCC', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc3ccccc3cc2C1[7*]', '[7*]C[8*]', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","['[8*]CC(CC)CCCC', '[14*]c1ccc(C)s1', '[14*]c1ccc([14*])s1', '[14*]c1sc([14*])c2c1C(=O)c1c([14*])sc([14*])c1C2=O', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1', '.', '[3*]OS[11*]', '[4*]CC(CCCC)CCCCCC', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc3ccccc3cc2C1[7*]', '[7*]C[8*]', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","[0, 0, 0, 0, 0, 5, 6, 7, 30, 9, 1, 32, 33, 10, 40, 12, 15]"
PDCBT,IDTT-OBH,-5.313333333333333,-3.1,-5.41,-3.86,0.833,CF,11.0,_,100.0,120.0,PEDOT:PSS,PDINO,8.24,8.24,0.91,64.8,"['[3*]OS[11*]', '[4*]CC(CCCC)CCCCCC', '[1*]C([6*])=O', '[14*]c1ccc(C)s1', '[14*]c1cc([16*])c([14*])s1']","['[3*]OS[11*]', '[4*]CC(CCCC)CCCCCC', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc3ccccc3cc2C1[7*]', '[7*]C[8*]', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","['[3*]OS[11*]', '[4*]CC(CCCC)CCCCCC', '[1*]C([6*])=O', '[14*]c1ccc(C)s1', '[14*]c1cc([16*])c([14*])s1', '.', '[3*]OS[11*]', '[4*]CC(CCCC)CCCCCC', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc3ccccc3cc2C1[7*]', '[7*]C[8*]', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","[0, 0, 0, 0, 0, 32, 33, 4, 6, 34, 1, 32, 33, 10, 40, 12, 15]"
J52,IEICO-4Cl,-5.218571428571429,-3.341428571428572,-5.56,-4.23,0.667,CB,10.0,DIO,110.0,150.0,PEDOT:PSS,PFN-Br,10.1,10.11,0.7,60.7,"['[8*]CC(CCCCCC)CCCCCCCC', '[8*]CC(CC)CCCC', '[14*]c1ccc([14*])s1', '[14*]c1ccc(C)s1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1']","['[4*]CC(CC)CCCC', '[3*]O[3*]', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc(Cl)c(Cl)cc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1cc([16*])c([14*])s1', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(c1ccc([16*])cc1)c1ccc([16*])cc1)-c1sc([14*])cc1C3(c1ccc([16*])cc1)c1ccc([16*])cc1']","['[8*]CC(CCCCCC)CCCCCCCC', '[8*]CC(CC)CCCC', '[14*]c1ccc([14*])s1', '[14*]c1ccc(C)s1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1', '.', '[4*]CC(CC)CCCC', '[3*]O[3*]', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc(Cl)c(Cl)cc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1cc([16*])c([14*])s1', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(c1ccc([16*])cc1)c1ccc([16*])cc1)-c1sc([14*])cc1C3(c1ccc([16*])cc1)c1ccc([16*])cc1']","[0, 0, 17, 5, 7, 6, 19, 9, 1, 3, 2, 10, 41, 12, 13, 34, 38]"
PBDB-T,IEICO-4Cl,-5.297714285714285,-3.4170000000000003,-5.56,-4.23,1.0,CB,10.0,DIO,100.0,150.0,PEDOT:PSS,PFN-Br,9.67,9.67,0.744,62.5,"['[8*]CC(CC)CCCC', '[14*]c1ccc(C)s1', '[14*]c1ccc([14*])s1', '[14*]c1sc([14*])c2c1C(=O)c1c([14*])sc([14*])c1C2=O', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1']","['[4*]CC(CC)CCCC', '[3*]O[3*]', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc(Cl)c(Cl)cc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1cc([16*])c([14*])s1', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(c1ccc([16*])cc1)c1ccc([16*])cc1)-c1sc([14*])cc1C3(c1ccc([16*])cc1)c1ccc([16*])cc1']","['[8*]CC(CC)CCCC', '[14*]c1ccc(C)s1', '[14*]c1ccc([14*])s1', '[14*]c1sc([14*])c2c1C(=O)c1c([14*])sc([14*])c1C2=O', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1', '.', '[4*]CC(CC)CCCC', '[3*]O[3*]', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc(Cl)c(Cl)cc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1cc([16*])c([14*])s1', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(c1ccc([16*])cc1)c1ccc([16*])cc1)-c1sc([14*])cc1C3(c1ccc([16*])cc1)c1ccc([16*])cc1']","[0, 0, 0, 5, 6, 7, 30, 9, 1, 3, 2, 10, 41, 12, 13, 34, 38]"
PTB7-Th,IEICO-4Cl,-5.204782608695651,-3.5391891891891896,-5.56,-4.23,0.667,CB,10.0,DIO,110.0,150.0,PEDOT:PSS,PFN-Br,10.3,10.28,0.727,62.0,"['[3*]O[3*]', '[4*]CC(CC)CCCC', '[1*]C([6*])=O', '[8*]CC(CC)CCCC', '[14*]c1sc2c([14*])sc(C)c2c1F', '[14*]c1ccc([14*])s1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1']","['[4*]CC(CC)CCCC', '[3*]O[3*]', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc(Cl)c(Cl)cc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1cc([16*])c([14*])s1', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(c1ccc([16*])cc1)c1ccc([16*])cc1)-c1sc([14*])cc1C3(c1ccc([16*])cc1)c1ccc([16*])cc1']","['[3*]O[3*]', '[4*]CC(CC)CCCC', '[1*]C([6*])=O', '[8*]CC(CC)CCCC', '[14*]c1sc2c([14*])sc(C)c2c1F', '[14*]c1ccc([14*])s1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1', '.', '[4*]CC(CC)CCCC', '[3*]O[3*]', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc(Cl)c(Cl)cc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1cc([16*])c([14*])s1', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(c1ccc([16*])cc1)c1ccc([16*])cc1)-c1sc([14*])cc1C3(c1ccc([16*])cc1)c1ccc([16*])cc1']","[0, 2, 3, 4, 5, 35, 7, 9, 1, 3, 2, 10, 41, 12, 13, 34, 38]"
J52,IEICO-4F,-5.218571428571429,-3.341428571428572,-5.309971428571429,-3.851028571428572,0.769,CB,24.0,_,85.0,130.0,MoOx,ZnO,8.2,8.2,0.704,56.9,"['[8*]CC(CCCCCC)CCCCCCCC', '[8*]CC(CC)CCCC', '[14*]c1ccc([14*])s1', '[14*]c1ccc(C)s1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1']","['[4*]CC(CC)CCCC', '[3*]O[3*]', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc(F)c(F)cc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1cc([16*])c([14*])s1', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(c1ccc([16*])cc1)c1ccc([16*])cc1)-c1sc([14*])cc1C3(c1ccc([16*])cc1)c1ccc([16*])cc1']","['[8*]CC(CCCCCC)CCCCCCCC', '[8*]CC(CC)CCCC', '[14*]c1ccc([14*])s1', '[14*]c1ccc(C)s1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1', '.', '[4*]CC(CC)CCCC', '[3*]O[3*]', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc(F)c(F)cc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1cc([16*])c([14*])s1', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(c1ccc([16*])cc1)c1ccc([16*])cc1)-c1sc([14*])cc1C3(c1ccc([16*])cc1)c1ccc([16*])cc1']","[0, 0, 17, 5, 7, 6, 19, 9, 1, 3, 2, 10, 42, 12, 13, 34, 38]"
J52,i-IEICO-4F,-5.218571428571429,-3.341428571428572,-5.0183,-3.3307,1.0,CB,24.0,_,85.0,130.0,MoOx,ZnO,13.18,13.18,0.849,67.9,"['[8*]CC(CCCCCC)CCCCCCCC', '[8*]CC(CC)CCCC', '[14*]c1ccc([14*])s1', '[14*]c1ccc(C)s1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1']","['[4*]CC(CC)CCCC', '[3*]O[3*]', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc(F)c(F)cc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1scc([16*])c1[16*]', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(c1ccc([16*])cc1)c1ccc([16*])cc1)-c1sc([14*])cc1C3(c1ccc([16*])cc1)c1ccc([16*])cc1']","['[8*]CC(CCCCCC)CCCCCCCC', '[8*]CC(CC)CCCC', '[14*]c1ccc([14*])s1', '[14*]c1ccc(C)s1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1', '.', '[4*]CC(CC)CCCC', '[3*]O[3*]', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2cc(F)c(F)cc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1scc([16*])c1[16*]', '[14*]c1cc2c(s1)-c1cc3c(cc1C2(c1ccc([16*])cc1)c1ccc([16*])cc1)-c1sc([14*])cc1C3(c1ccc([16*])cc1)c1ccc([16*])cc1']","[0, 0, 17, 5, 7, 6, 19, 9, 1, 3, 2, 10, 42, 12, 13, 43, 38]"
J61,ITIC,-5.303333333333334,-3.151666666666667,-5.574146341463415,-3.915,1.0,CF,20.0,_,120.0,130.0,PEDOT:PSS,PDINO,10.57,10.57,0.898,65.49,"['[4*]CCCCCCCCCCCC', '[8*]CC(CCCCCC)CCCCCCCC', '[11*]SS[11*]', '[14*]c1ccc([14*])s1', '[14*]c1ccc(C)s1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1']","['[7*]C(C#N)C#N', '[7*]C1C(=O)c2ccccc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","['[4*]CCCCCCCCCCCC', '[8*]CC(CCCCCC)CCCCCCCC', '[11*]SS[11*]', '[14*]c1ccc([14*])s1', '[14*]c1ccc(C)s1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1', '.', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2ccccc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","[0, 0, 0, 0, 26, 17, 27, 7, 6, 19, 9, 1, 10, 11, 12, 13, 15]"
J61,m-ITIC,-5.303333333333334,-3.151666666666667,-5.526666666666667,-3.8515384615384622,1.0,CF,20.0,_,120.0,130.0,PEDOT:PSS,PDINO,11.77,11.78,0.912,70.55,"['[4*]CCCCCCCCCCCC', '[8*]CC(CCCCCC)CCCCCCCC', '[11*]SS[11*]', '[14*]c1ccc([14*])s1', '[14*]c1ccc(C)s1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1']","['[7*]C(C#N)C#N', '[7*]C1C(=O)c2ccccc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1cc2sc3c(c2s1)C(c1cccc([16*])c1)(c1cccc([16*])c1)c1cc2c(cc1-3)C(c1cccc([16*])c1)(c1cccc([16*])c1)c1c-2sc2cc([14*])sc12']","['[4*]CCCCCCCCCCCC', '[8*]CC(CCCCCC)CCCCCCCC', '[11*]SS[11*]', '[14*]c1ccc([14*])s1', '[14*]c1ccc(C)s1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1', '.', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2ccccc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1cc2sc3c(c2s1)C(c1cccc([16*])c1)(c1cccc([16*])c1)c1cc2c(cc1-3)C(c1cccc([16*])c1)(c1cccc([16*])c1)c1c-2sc2cc([14*])sc12']","[0, 0, 0, 0, 26, 17, 27, 7, 6, 19, 9, 1, 10, 11, 12, 13, 48]"
J61-F,ITIC,-5.45,-2.91,-5.574146341463415,-3.915,0.667,CF,18.0,_,100.0,170.0,PEDOT:PSS,PDINO,8.24,8.24,0.95,66.1,"['[4*]CCCCCCCCCCCC', '[8*]CC(CCCCCC)CCCCCCCC', '[11*]SS[11*]', '[14*]c1ccc([14*])s1', '[14*]c1ccc(C)o1', '[14*]c1ccc([14*])o1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1']","['[7*]C(C#N)C#N', '[7*]C1C(=O)c2ccccc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","['[4*]CCCCCCCCCCCC', '[8*]CC(CCCCCC)CCCCCCCC', '[11*]SS[11*]', '[14*]c1ccc([14*])s1', '[14*]c1ccc(C)o1', '[14*]c1ccc([14*])o1', '[9*]n1nc2c([16*])c(F)c(F)c([16*])c2n1', '[14*]c1cc2c([16*])c3sc(C)cc3c([16*])c2s1', '.', '[7*]C(C#N)C#N', '[7*]C1C(=O)c2ccccc2C1[7*]', '[7*]C[8*]', '[8*]CCCCCC', '[14*]c1cc2sc3c(c2s1)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1cc2c(cc1-3)C(c1ccc([16*])cc1)(c1ccc([16*])cc1)c1c-2sc2cc([14*])sc12']","[0, 0, 0, 26, 17, 27, 7, 49, 50, 19, 9, 1, 10, 11, 12, 13, 15]"
